idx,account,tx_deg,tx_S,tx_B,tx_S_ratio,bhv_S,bhv_B,bhv_S_ratio,shift
215736,154:9000000003142551,49,6,43,0.12244897959183673,5,5,0.5,0.37755102040816324
215758,154:9000000003202148,5,2,3,0.4,4,6,0.4,0.0
215769,154:9000000003241515,2,2,0,1.0,5,5,0.5,-0.5
215774,154:9000000003242190,2,1,1,0.5,5,5,0.5,0.0
215792,154:9000000003286164,26,4,22,0.15384615384615385,5,5,0.5,0.34615384615384615
215802,154:9000000003308987,39,7,32,0.1794871794871795,9,1,0.9,0.7205128205128205
215828,154:9000000003397511,12,5,7,0.4166666666666667,4,6,0.4,-0.016666666666666663
215844,154:9000000003408024,4,4,0,1.0,7,3,0.7,-0.30000000000000004
215894,154:9000000003511730,31,4,27,0.12903225806451613,4,6,0.4,0.2709677419354839
215960,154:9000000003667538,1,1,0,1.0,7,3,0.7,-0.30000000000000004
215985,154:9000000003706872,3,3,0,1.0,6,4,0.6,-0.4
215987,154:9000000003707146,2,2,0,1.0,5,5,0.5,-0.5
215994,154:9000000003707622,2,2,0,1.0,4,6,0.4,-0.6
215997,154:9000000003711404,91,10,81,0.10989010989010989,5,5,0.5,0.3901098901098901
216006,154:9000000003737462,23,8,15,0.34782608695652173,6,4,0.6,0.25217391304347825
216065,154:9000000003866752,13,5,8,0.38461538461538464,5,5,0.5,0.11538461538461536
216066,154:9000000003866833,5,2,3,0.4,4,6,0.4,0.0
216070,154:9000000003868655,37,7,30,0.1891891891891892,1,9,0.1,-0.0891891891891892
216105,154:9000000003966403,2,1,1,0.5,4,6,0.4,-0.09999999999999998
216121,154:9000000004036049,10,4,6,0.4,5,5,0.5,0.09999999999999998
216128,154:9000000004063180,1,1,0,1.0,7,3,0.7,-0.30000000000000004
216146,154:9000000004107907,5,2,3,0.4,6,4,0.6,0.19999999999999996
216160,154:9000000004150639,205,46,159,0.22439024390243903,8,2,0.8,0.575609756097561
216190,154:9000000004194926,1,1,0,1.0,6,4,0.6,-0.4
216198,154:9000000004199443,2,2,0,1.0,5,5,0.5,-0.5
216217,154:9000000004244750,2,1,1,0.5,8,2,0.8,0.30000000000000004
216247,154:9000000004249737,4,2,2,0.5,10,0,1.0,0.5
216275,154:9000000004252461,15,2,13,0.13333333333333333,4,6,0.4,0.2666666666666667
216320,154:9000000004257911,4,2,2,0.5,4,6,0.4,-0.09999999999999998
216462,154:9000000004275922,3,2,1,0.6666666666666666,8,2,0.8,0.13333333333333341
216564,154:9000000004289141,188,27,161,0.14361702127659576,8,2,0.8,0.6563829787234043
216568,154:9000000004289573,30,15,15,0.5,5,5,0.5,0.0
216601,154:9000000004294006,63,4,59,0.06349206349206349,5,5,0.5,0.4365079365079365
216602,154:9000000004294049,112,14,98,0.125,8,2,0.8,0.675
216664,154:9000000004300858,88,3,85,0.03409090909090909,4,6,0.4,0.36590909090909096
216673,154:9000000004301936,3,2,1,0.6666666666666666,6,4,0.6,-0.06666666666666665
216683,154:9000000004303000,2,1,1,0.5,4,6,0.4,-0.09999999999999998
216684,154:9000000004303061,5,1,4,0.2,4,6,0.4,0.2
216693,154:9000000004304215,5,2,3,0.4,3,7,0.3,-0.10000000000000003
216704,154:9000000004304841,5,3,2,0.6,6,4,0.6,0.0
216766,154:9000000004312109,5,2,3,0.4,9,1,0.9,0.5
216893,154:9000000004326698,18,2,16,0.1111111111111111,5,5,0.5,0.3888888888888889
216910,154:9000000004328457,74,19,55,0.25675675675675674,8,2,0.8,0.5432432432432432
217011,154:9000000004339118,33,5,28,0.15151515151515152,4,6,0.4,0.2484848484848485
217028,154:9000000004341004,8,2,6,0.25,3,7,0.3,0.04999999999999999
217113,154:9000000004351042,2,2,0,1.0,3,7,0.3,-0.7
217135,154:9000000004353693,3,2,1,0.6666666666666666,7,3,0.7,0.033333333333333326
217141,154:9000000004354551,1,1,0,1.0,7,3,0.7,-0.30000000000000004
217175,154:9000000004358868,648,47,601,0.07253086419753087,6,4,0.6,0.5274691358024691
217177,154:9000000004359394,2,2,0,1.0,7,3,0.7,-0.30000000000000004
217265,154:9000000004371750,16,3,13,0.1875,5,5,0.5,0.3125
217277,154:9000000004373081,69,2,67,0.028985507246376812,4,6,0.4,0.3710144927536232
217312,154:9000000004377111,1,1,0,1.0,9,1,0.9,-0.09999999999999998
217313,154:9000000004377112,1,1,0,1.0,8,2,0.8,-0.19999999999999996
217335,154:9000000004380815,1,1,0,1.0,7,3,0.7,-0.30000000000000004
217349,154:9000000004382368,7,2,5,0.2857142857142857,5,5,0.5,0.2142857142857143
217366,154:9000000004383547,1,1,0,1.0,7,3,0.7,-0.30000000000000004
217418,154:9000000004389319,24,3,21,0.125,5,5,0.5,0.375
217445,154:9000000004391076,272,14,258,0.051470588235294115,9,1,0.9,0.8485294117647059
217455,154:9000000004392786,4,2,2,0.5,1,9,0.1,-0.4
217505,154:9000000004396535,1,1,0,1.0,4,6,0.4,-0.6
217512,154:9000000004397120,6,5,1,0.8333333333333334,6,4,0.6,-0.2333333333333334
217513,154:9000000004397142,1,1,0,1.0,7,3,0.7,-0.30000000000000004
217626,154:9000000004410061,27,5,22,0.18518518518518517,7,3,0.7,0.5148148148148148
217640,154:9000000004411731,4,2,2,0.5,6,4,0.6,0.09999999999999998
217655,154:9000000004413354,1,1,0,1.0,7,3,0.7,-0.30000000000000004
217686,154:9000000004416399,4,2,2,0.5,4,6,0.4,-0.09999999999999998
217693,154:9000000004417219,78,6,72,0.07692307692307693,3,7,0.3,0.22307692307692306
217706,154:9000000004418557,57,5,52,0.08771929824561403,5,5,0.5,0.41228070175438597
217767,154:9000000004424551,2,1,1,0.5,4,6,0.4,-0.09999999999999998
217787,154:9000000004426266,3,2,1,0.6666666666666666,7,3,0.7,0.033333333333333326
217791,154:9000000004426501,2,1,1,0.5,4,6,0.4,-0.09999999999999998
217801,154:9000000004427892,2,2,0,1.0,6,4,0.6,-0.4
217836,154:9000000004431243,210,36,174,0.17142857142857143,6,4,0.6,0.42857142857142855
217872,154:9000000004435796,1,1,0,1.0,5,5,0.5,-0.5
217874,154:9000000004436002,1,1,0,1.0,7,3,0.7,-0.30000000000000004
217928,154:9000000004442339,18,2,16,0.1111111111111111,5,5,0.5,0.3888888888888889
217935,154:9000000004443815,2,1,1,0.5,4,6,0.4,-0.09999999999999998
218188,155:9000000000067016,2,2,0,1.0,10,0,1.0,0.0
218210,155:9000000000071867,4,2,2,0.5,4,6,0.4,-0.09999999999999998
218216,155:9000000000074798,1,1,0,1.0,7,3,0.7,-0.30000000000000004
218253,155:9000000000080771,2,1,1,0.5,5,5,0.5,0.0
218357,155:9000000000106446,1,1,0,1.0,7,3,0.7,-0.30000000000000004
218390,155:9000000000113991,2,1,1,0.5,6,4,0.6,0.09999999999999998
218400,155:9000000000116090,28,4,24,0.14285714285714285,4,6,0.4,0.2571428571428572
218407,155:9000000000117490,1,1,0,1.0,7,3,0.7,-0.30000000000000004
218415,155:9000000000119813,21,3,18,0.14285714285714285,6,4,0.6,0.45714285714285713
218438,155:9000000000123317,2,1,1,0.5,4,6,0.4,-0.09999999999999998
218477,155:9000000000127283,1,1,0,1.0,9,1,0.9,-0.09999999999999998
218560,155:9000000000145935,8,2,6,0.25,2,8,0.2,-0.04999999999999999
218621,155:9000000000156241,6,1,5,0.16666666666666666,3,7,0.3,0.13333333333333333
218668,155:9000000000161861,1,1,0,1.0,7,3,0.7,-0.30000000000000004
218850,155:9000000000198305,2,1,1,0.5,5,5,0.5,0.0
218883,155:9000000000203257,1,1,0,1.0,7,3,0.7,-0.30000000000000004
218922,155:9000000000211287,2,1,1,0.5,4,6,0.4,-0.09999999999999998
219006,155:9000000000223602,2,1,1,0.5,5,5,0.5,0.0
219015,155:9000000000225598,31,12,19,0.3870967741935484,9,1,0.9,0.5129032258064516
219045,155:9000000000231941,4,1,3,0.25,5,5,0.5,0.25
219067,155:9000000000238315,1,1,0,1.0,7,3,0.7,-0.30000000000000004
219128,155:9000000000250918,26,5,21,0.19230769230769232,3,7,0.3,0.10769230769230767
219283,155:9000000000277801,5,1,4,0.2,6,4,0.6,0.39999999999999997
219290,155:9000000000280005,123,13,110,0.10569105691056911,6,4,0.6,0.49430894308943085
219510,155:9000000000326390,139,30,109,0.2158273381294964,2,8,0.2,-0.015827338129496382
219547,155:9000000000334805,5,2,3,0.4,7,3,0.7,0.29999999999999993
219795,155:9000000000390961,8,5,3,0.625,3,7,0.3,-0.325
219841,155:9000000000402407,1,1,0,1.0,8,2,0.8,-0.19999999999999996
219844,155:9000000000403217,21,3,18,0.14285714285714285,6,4,0.6,0.45714285714285713
219846,155:9000000000403606,1,1,0,1.0,6,4,0.6,-0.4
219960,155:9000000000434054,1,1,0,1.0,7,3,0.7,-0.30000000000000004
220028,155:9000000000450486,2,2,0,1.0,10,0,1.0,0.0
220118,155:9000000000473947,2,2,0,1.0,5,5,0.5,-0.5
220390,155:9000000000530684,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
220403,155:9000000000533903,1,1,0,1.0,5,5,0.5,-0.5
220405,155:9000000000535718,23,2,21,0.08695652173913043,5,5,0.5,0.41304347826086957
220455,155:9000000000547874,3,1,2,0.3333333333333333,3,7,0.3,-0.033333333333333326
220457,155:9000000000549151,43,4,39,0.09302325581395349,4,6,0.4,0.30697674418604654
220722,155:9000000000601589,11,1,10,0.09090909090909091,3,7,0.3,0.20909090909090908
220800,155:9000000000620430,2,2,0,1.0,6,4,0.6,-0.4
220808,155:9000000000621175,1,1,0,1.0,9,1,0.9,-0.09999999999999998
220870,155:9000000000634258,37,2,35,0.05405405405405406,4,6,0.4,0.34594594594594597
221020,155:9000000000671534,9,6,3,0.6666666666666666,6,4,0.6,-0.06666666666666665
221200,155:9000000000705095,1,1,0,1.0,6,4,0.6,-0.4
221202,155:9000000000705182,3,3,0,1.0,5,5,0.5,-0.5
221576,155:9000000000762279,70,18,52,0.2571428571428571,8,2,0.8,0.5428571428571429
221600,155:9000000000763107,18,2,16,0.1111111111111111,9,1,0.9,0.788888888888889
221652,155:9000000000771171,193,56,137,0.29015544041450775,7,3,0.7,0.4098445595854922
221726,155:9000000000783545,2,1,1,0.5,4,6,0.4,-0.09999999999999998
221731,155:9000000000784987,2,1,1,0.5,7,3,0.7,0.19999999999999996
221735,155:9000000000785169,1,1,0,1.0,5,5,0.5,-0.5
221775,155:9000000000790359,13,5,8,0.38461538461538464,5,5,0.5,0.11538461538461536
221829,155:9000000000799377,1,1,0,1.0,6,4,0.6,-0.4
222016,155:9000000000822910,1,1,0,1.0,8,2,0.8,-0.19999999999999996
222061,155:9000000000835335,1,1,0,1.0,9,1,0.9,-0.09999999999999998
222080,155:9000000000836223,36,5,31,0.1388888888888889,2,8,0.2,0.061111111111111116
222163,155:9000000000847906,30,1,29,0.03333333333333333,5,5,0.5,0.4666666666666667
222180,155:9000000000850153,2,2,0,1.0,8,2,0.8,-0.19999999999999996
222210,155:9000000000855210,11,2,9,0.18181818181818182,4,6,0.4,0.2181818181818182
222227,155:9000000000856385,1,1,0,1.0,6,4,0.6,-0.4
222295,155:9000000000864387,2,1,1,0.5,1,9,0.1,-0.4
222315,155:9000000000868030,8,5,3,0.625,5,5,0.5,-0.125
222342,155:9000000000871710,163,4,159,0.024539877300613498,8,2,0.8,0.7754601226993866
222461,155:9000000000886914,4,2,2,0.5,5,5,0.5,0.0
222496,155:9000000000888766,4,4,0,1.0,9,1,0.9,-0.09999999999999998
222536,155:9000000000894929,5,1,4,0.2,4,6,0.4,0.2
222627,155:9000000000907909,30,4,26,0.13333333333333333,5,5,0.5,0.3666666666666667
222660,155:9000000000909396,231,8,223,0.03463203463203463,5,5,0.5,0.4653679653679654
222702,155:9000000000912073,2,1,1,0.5,4,6,0.4,-0.09999999999999998
222896,155:9000000000943341,2,2,0,1.0,7,3,0.7,-0.30000000000000004
223017,155:9000000000961630,8,3,5,0.375,5,5,0.5,0.125
223029,155:9000000000965306,2,1,1,0.5,6,4,0.6,0.09999999999999998
223066,155:9000000000973084,216,15,201,0.06944444444444445,7,3,0.7,0.6305555555555555
223070,155:9000000000973671,1,1,0,1.0,6,4,0.6,-0.4
223363,155:9000000001025911,1,1,0,1.0,7,3,0.7,-0.30000000000000004
223371,155:9000000001026612,1,1,0,1.0,9,1,0.9,-0.09999999999999998
223435,155:9000000001039575,5,3,2,0.6,7,3,0.7,0.09999999999999998
223461,155:9000000001043106,14,3,11,0.21428571428571427,10,0,1.0,0.7857142857142857
223483,155:9000000001044770,5,2,3,0.4,3,7,0.3,-0.10000000000000003
223588,155:9000000001058256,2,2,0,1.0,8,2,0.8,-0.19999999999999996
223599,155:9000000001061742,186,10,176,0.053763440860215055,10,0,1.0,0.946236559139785
223613,155:9000000001064200,3,2,1,0.6666666666666666,6,4,0.6,-0.06666666666666665
223662,155:9000000001070010,18,3,15,0.16666666666666666,4,6,0.4,0.23333333333333336
223675,155:9000000001073762,1,1,0,1.0,7,3,0.7,-0.30000000000000004
223706,155:9000000001080327,1,1,0,1.0,6,4,0.6,-0.4
223798,155:9000000001096296,24,1,23,0.041666666666666664,4,6,0.4,0.35833333333333334
223890,155:9000000001113083,2,2,0,1.0,5,5,0.5,-0.5
224001,155:9000000001127589,99,13,86,0.13131313131313133,5,5,0.5,0.3686868686868687
224127,155:9000000001144446,42,9,33,0.21428571428571427,4,6,0.4,0.18571428571428575
224210,155:9000000001159369,2,2,0,1.0,9,1,0.9,-0.09999999999999998
224297,155:9000000001166609,2,1,1,0.5,2,8,0.2,-0.3
224317,155:9000000001167892,8,2,6,0.25,5,5,0.5,0.25
224342,155:9000000001170303,320,19,301,0.059375,4,6,0.4,0.340625
224391,155:9000000001175497,1,1,0,1.0,3,7,0.3,-0.7
224392,155:9000000001175519,5,1,4,0.2,4,6,0.4,0.2
224459,155:9000000001182117,1,1,0,1.0,5,5,0.5,-0.5
224471,155:9000000001183066,51,16,35,0.3137254901960784,7,3,0.7,0.38627450980392153
224558,155:9000000001192735,4,1,3,0.25,7,3,0.7,0.44999999999999996
224564,155:9000000001193307,2,1,1,0.5,1,9,0.1,-0.4
224731,155:9000000001212549,4,3,1,0.75,8,2,0.8,0.050000000000000044
224762,155:9000000001216064,611,14,597,0.022913256955810146,8,2,0.8,0.7770867430441899
224843,155:9000000001223372,10,4,6,0.4,5,5,0.5,0.09999999999999998
224855,155:9000000001224076,13,3,10,0.23076923076923078,6,4,0.6,0.3692307692307692
224878,155:9000000001226155,17,4,13,0.23529411764705882,7,3,0.7,0.46470588235294114
224946,155:9000000001231800,1,1,0,1.0,5,5,0.5,-0.5
224988,155:9000000001236070,1,1,0,1.0,3,7,0.3,-0.7
225010,155:9000000001238078,273,16,257,0.05860805860805861,6,4,0.6,0.5413919413919414
225011,155:9000000001238117,1,1,0,1.0,9,1,0.9,-0.09999999999999998
225020,155:9000000001238792,6,3,3,0.5,4,6,0.4,-0.09999999999999998
225313,155:9000000001267738,1,1,0,1.0,7,3,0.7,-0.30000000000000004
225315,155:9000000001267776,13,2,11,0.15384615384615385,5,5,0.5,0.34615384615384615
225344,155:9000000001270368,1,1,0,1.0,5,5,0.5,-0.5
225351,155:9000000001271181,6,1,5,0.16666666666666666,4,6,0.4,0.23333333333333336
225369,155:9000000001272750,36,15,21,0.4166666666666667,7,3,0.7,0.28333333333333327
225371,155:9000000001272769,32,8,24,0.25,5,5,0.5,0.25
225392,155:9000000001274492,16,3,13,0.1875,3,7,0.3,0.11249999999999999
225491,155:9000000001282185,7,5,2,0.7142857142857143,9,1,0.9,0.18571428571428572
225655,155:9000000001297055,239,52,187,0.2175732217573222,8,2,0.8,0.5824267782426779
225720,155:9000000001302222,1,1,0,1.0,6,4,0.6,-0.4
225773,155:9000000001306828,314,10,304,0.03184713375796178,3,7,0.3,0.2681528662420382
225955,155:9000000001322149,1,1,0,1.0,4,6,0.4,-0.6
225981,155:9000000001323590,2,1,1,0.5,4,6,0.4,-0.09999999999999998
226072,155:9000000001332580,62,26,36,0.41935483870967744,3,7,0.3,-0.11935483870967745
226085,155:9000000001332913,314,65,249,0.2070063694267516,10,0,1.0,0.7929936305732483
226138,155:9000000001337833,6,1,5,0.16666666666666666,10,0,1.0,0.8333333333333334
226336,155:9000000001362856,30,3,27,0.1,7,3,0.7,0.6
226358,155:9000000001363563,40,5,35,0.125,8,2,0.8,0.675
226362,155:9000000001363968,24,4,20,0.16666666666666666,8,2,0.8,0.6333333333333334
226383,155:9000000001364879,6,4,2,0.6666666666666666,5,5,0.5,-0.16666666666666663
226401,155:9000000001366030,2,2,0,1.0,5,5,0.5,-0.5
226408,155:9000000001366175,5,5,0,1.0,8,2,0.8,-0.19999999999999996
226469,155:9000000001370012,16,7,9,0.4375,5,5,0.5,0.0625
226505,155:9000000001372475,4,1,3,0.25,5,5,0.5,0.25
226636,155:9000000001384364,1,1,0,1.0,6,4,0.6,-0.4
226686,155:9000000001388644,1,1,0,1.0,8,2,0.8,-0.19999999999999996
226714,155:9000000001391952,1,1,0,1.0,6,4,0.6,-0.4
226776,155:9000000001397306,3,3,0,1.0,10,0,1.0,0.0
226810,155:9000000001400205,7,2,5,0.2857142857142857,7,3,0.7,0.41428571428571426
226826,155:9000000001401874,1,1,0,1.0,7,3,0.7,-0.30000000000000004
226873,155:9000000001407154,1,1,0,1.0,7,3,0.7,-0.30000000000000004
226891,155:9000000001408575,15,8,7,0.5333333333333333,8,2,0.8,0.2666666666666667
226929,155:9000000001413070,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
226941,155:9000000001413834,5,2,3,0.4,3,7,0.3,-0.10000000000000003
227000,155:9000000001417177,1,1,0,1.0,7,3,0.7,-0.30000000000000004
227008,155:9000000001417686,16,2,14,0.125,5,5,0.5,0.375
227027,155:9000000001418645,6,1,5,0.16666666666666666,4,6,0.4,0.23333333333333336
227037,155:9000000001419155,488,38,450,0.0778688524590164,8,2,0.8,0.7221311475409836
227145,155:9000000001429299,68,2,66,0.029411764705882353,4,6,0.4,0.37058823529411766
227193,155:9000000001433553,2,1,1,0.5,5,5,0.5,0.0
227197,155:9000000001433762,68,28,40,0.4117647058823529,6,4,0.6,0.18823529411764706
227199,155:9000000001433798,29,15,14,0.5172413793103449,6,4,0.6,0.08275862068965512
227212,155:9000000001435048,1,1,0,1.0,7,3,0.7,-0.30000000000000004
227285,155:9000000001442992,2,1,1,0.5,8,2,0.8,0.30000000000000004
227329,155:9000000001447415,16,4,12,0.25,9,1,0.9,0.65
227413,155:9000000001454229,59,33,26,0.559322033898305,6,4,0.6,0.04067796610169494
227415,155:9000000001454248,27,12,15,0.4444444444444444,3,7,0.3,-0.14444444444444443
227419,155:9000000001454281,14,6,8,0.42857142857142855,2,8,0.2,-0.22857142857142854
227425,155:9000000001454308,106,25,81,0.2358490566037736,5,5,0.5,0.2641509433962264
227431,155:9000000001454354,120,27,93,0.225,6,4,0.6,0.375
227452,155:9000000001454485,94,34,60,0.3617021276595745,9,1,0.9,0.5382978723404255
227455,155:9000000001454501,38,16,22,0.42105263157894735,5,5,0.5,0.07894736842105265
227470,155:9000000001454890,1,1,0,1.0,6,4,0.6,-0.4
227643,155:9000000001482806,1,1,0,1.0,5,5,0.5,-0.5
227749,155:9000000002068664,1,1,0,1.0,6,4,0.6,-0.4
227759,155:9000000002112478,2,2,0,1.0,4,6,0.4,-0.6
227781,155:9000000002117204,10,2,8,0.2,7,3,0.7,0.49999999999999994
227820,155:9000000002123582,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
227910,155:9000000002148178,3,1,2,0.3333333333333333,2,8,0.2,-0.1333333333333333
227935,155:9000000002155375,7,1,6,0.14285714285714285,5,5,0.5,0.35714285714285715
227991,155:9000000002176329,89,11,78,0.12359550561797752,9,1,0.9,0.7764044943820225
228005,155:9000000002178289,1,1,0,1.0,6,4,0.6,-0.4
228034,155:9000000002185253,71,12,59,0.16901408450704225,6,4,0.6,0.4309859154929577
228071,155:9000000002195855,1,1,0,1.0,6,4,0.6,-0.4
228108,155:9000000002202353,2,1,1,0.5,6,4,0.6,0.09999999999999998
228113,155:9000000002202433,23,6,17,0.2608695652173913,3,7,0.3,0.03913043478260869
228195,155:9000000002209804,11,4,7,0.36363636363636365,5,5,0.5,0.13636363636363635
228244,155:9000000002218841,16,2,14,0.125,4,6,0.4,0.275
228253,155:9000000002224781,2,1,1,0.5,4,6,0.4,-0.09999999999999998
228296,155:9000000002234184,2,1,1,0.5,6,4,0.6,0.09999999999999998
228314,155:9000000002239796,4,4,0,1.0,5,5,0.5,-0.5
228323,155:9000000002246331,17,1,16,0.058823529411764705,7,3,0.7,0.6411764705882352
228345,155:9000000002248435,2,1,1,0.5,6,4,0.6,0.09999999999999998
228380,155:9000000002263041,1,1,0,1.0,6,4,0.6,-0.4
228382,155:9000000002263130,1,1,0,1.0,4,6,0.4,-0.6
228385,155:9000000002263295,1,1,0,1.0,5,5,0.5,-0.5
228418,155:9000000002264969,3,2,1,0.6666666666666666,5,5,0.5,-0.16666666666666663
228502,155:9000000002284593,870,47,823,0.054022988505747126,6,4,0.6,0.5459770114942528
228523,155:9000000002290232,2,2,0,1.0,8,2,0.8,-0.19999999999999996
228577,155:9000000002301417,1,1,0,1.0,5,5,0.5,-0.5
228600,155:9000000002304546,2,1,1,0.5,7,3,0.7,0.19999999999999996
228605,155:9000000002305202,1,1,0,1.0,4,6,0.4,-0.6
228640,155:9000000002309342,6,1,5,0.16666666666666666,7,3,0.7,0.5333333333333333
228680,155:9000000002314956,5,4,1,0.8,7,3,0.7,-0.10000000000000009
228684,155:9000000002315572,2,1,1,0.5,8,2,0.8,0.30000000000000004
228693,155:9000000002316654,374,34,340,0.09090909090909091,6,4,0.6,0.509090909090909
228708,155:9000000002318106,8,1,7,0.125,3,7,0.3,0.175
228796,155:9000000002326302,1,1,0,1.0,7,3,0.7,-0.30000000000000004
228833,155:9000000002330442,15,1,14,0.06666666666666667,5,5,0.5,0.43333333333333335
228857,155:9000000002333438,1,1,0,1.0,9,1,0.9,-0.09999999999999998
228901,155:9000000002340990,750,35,715,0.04666666666666667,8,2,0.8,0.7533333333333334
228907,155:9000000002341956,3,2,1,0.6666666666666666,6,4,0.6,-0.06666666666666665
228999,155:9000000002351657,27,3,24,0.1111111111111111,2,8,0.2,0.0888888888888889
229032,155:9000000002357286,3,2,1,0.6666666666666666,5,5,0.5,-0.16666666666666663
229066,155:9000000002361632,1,1,0,1.0,7,3,0.7,-0.30000000000000004
229087,155:9000000002363417,8,1,7,0.125,3,7,0.3,0.175
229099,155:9000000002365726,1,1,0,1.0,7,3,0.7,-0.30000000000000004
229263,155:9000000002391212,2,2,0,1.0,10,0,1.0,0.0
229285,155:9000000002395501,2,1,1,0.5,7,3,0.7,0.19999999999999996
229359,155:9000000002411000,1,1,0,1.0,9,1,0.9,-0.09999999999999998
229387,155:9000000002414627,1,1,0,1.0,5,5,0.5,-0.5
229403,155:9000000002417457,1,1,0,1.0,7,3,0.7,-0.30000000000000004
229428,155:9000000002422411,171,28,143,0.16374269005847952,4,6,0.4,0.2362573099415205
229433,155:9000000002423012,1,1,0,1.0,7,3,0.7,-0.30000000000000004
229438,155:9000000002424749,1,1,0,1.0,6,4,0.6,-0.4
229462,155:9000000002426717,84,7,77,0.08333333333333333,3,7,0.3,0.21666666666666667
229499,155:9000000002434662,79,11,68,0.13924050632911392,5,5,0.5,0.3607594936708861
229501,155:9000000002434677,8,1,7,0.125,5,5,0.5,0.375
229517,155:9000000002436005,48,8,40,0.16666666666666666,5,5,0.5,0.33333333333333337
229542,155:9000000002441688,192,27,165,0.140625,3,7,0.3,0.159375
229647,155:9000000002467005,9,1,8,0.1111111111111111,5,5,0.5,0.3888888888888889
229668,155:9000000002751087,443,32,411,0.07223476297968397,6,4,0.6,0.527765237020316
229810,155:9000000002782317,18,4,14,0.2222222222222222,7,3,0.7,0.47777777777777775
229825,155:9000000002787678,1,1,0,1.0,7,3,0.7,-0.30000000000000004
229939,155:9000000002813598,3,2,1,0.6666666666666666,2,8,0.2,-0.4666666666666666
230088,155:9000000002844746,1,1,0,1.0,9,1,0.9,-0.09999999999999998
230177,155:9000000002862690,1,1,0,1.0,4,6,0.4,-0.6
230196,155:9000000002865970,4,1,3,0.25,4,6,0.4,0.15000000000000002
230239,155:9000000002880635,1,1,0,1.0,2,8,0.2,-0.8
230326,155:9000000002900675,1,1,0,1.0,6,4,0.6,-0.4
230362,155:9000000002908406,6,1,5,0.16666666666666666,5,5,0.5,0.33333333333333337
230478,155:9000000002935352,16,3,13,0.1875,5,5,0.5,0.3125
230739,155:9000000002996840,2,2,0,1.0,6,4,0.6,-0.4
230785,155:9000000003008756,1,1,0,1.0,7,3,0.7,-0.30000000000000004
230842,155:9000000003020993,1,1,0,1.0,7,3,0.7,-0.30000000000000004
230844,155:9000000003021446,14,3,11,0.21428571428571427,4,6,0.4,0.18571428571428575
230892,155:9000000003030214,1,1,0,1.0,5,5,0.5,-0.5
231085,155:9000000003072214,1,1,0,1.0,6,4,0.6,-0.4
231100,155:9000000003073191,526,39,487,0.0741444866920152,9,1,0.9,0.8258555133079848
231188,155:9000000003094879,3,2,1,0.6666666666666666,3,7,0.3,-0.36666666666666664
231207,155:9000000003097552,7,3,4,0.42857142857142855,4,6,0.4,-0.028571428571428525
231322,155:9000000003117318,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
231381,155:9000000003124323,1,1,0,1.0,4,6,0.4,-0.6
231401,155:9000000003126114,1,1,0,1.0,9,1,0.9,-0.09999999999999998
231458,155:9000000003137193,1,1,0,1.0,4,6,0.4,-0.6
231462,155:9000000003137745,1,1,0,1.0,5,5,0.5,-0.5
231467,155:9000000003137902,8,2,6,0.25,6,4,0.6,0.35
231476,155:9000000003139291,8,1,7,0.125,4,6,0.4,0.275
231527,155:9000000003150513,1,1,0,1.0,8,2,0.8,-0.19999999999999996
231642,155:9000000003179304,1,1,0,1.0,4,6,0.4,-0.6
231669,155:9000000003185373,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
231731,155:9000000003202748,20,11,9,0.55,7,3,0.7,0.1499999999999999
231732,155:9000000003202749,6,4,2,0.6666666666666666,7,3,0.7,0.033333333333333326
231781,155:9000000003214702,129,9,120,0.06976744186046512,5,5,0.5,0.43023255813953487
231789,155:9000000003216647,1,1,0,1.0,7,3,0.7,-0.30000000000000004
231796,155:9000000003218657,514,38,476,0.07392996108949416,8,2,0.8,0.7260700389105059
231849,155:9000000003226521,18,3,15,0.16666666666666666,2,8,0.2,0.033333333333333354
231894,155:9000000003234200,2,1,1,0.5,5,5,0.5,0.0
231934,155:9000000003240627,1,1,0,1.0,7,3,0.7,-0.30000000000000004
231941,155:9000000003240916,3,3,0,1.0,4,6,0.4,-0.6
231942,155:9000000003240933,1,1,0,1.0,6,4,0.6,-0.4
231944,155:9000000003240986,4,2,2,0.5,10,0,1.0,0.5
231959,155:9000000003241299,10,4,6,0.4,8,2,0.8,0.4
231975,155:9000000003242202,2,1,1,0.5,5,5,0.5,0.0
231980,155:9000000003242628,17,5,12,0.29411764705882354,2,8,0.2,-0.09411764705882353
232078,155:9000000003273447,247,22,225,0.08906882591093117,10,0,1.0,0.9109311740890689
232188,155:9000000003300558,5,1,4,0.2,3,7,0.3,0.09999999999999998
232243,155:9000000003311419,121,9,112,0.0743801652892562,7,3,0.7,0.6256198347107438
232271,155:9000000003322983,218,17,201,0.0779816513761468,5,5,0.5,0.42201834862385323
232282,155:9000000003325221,3,1,2,0.3333333333333333,3,7,0.3,-0.033333333333333326
232304,155:9000000003332318,2,1,1,0.5,1,9,0.1,-0.4
232455,155:9000000003380961,25,8,17,0.32,5,5,0.5,0.18
232477,155:9000000003384546,1,1,0,1.0,7,3,0.7,-0.30000000000000004
